Gene	WT-Com1	WT-Com2	WT-Com3	WT-Q1	WT-Q2	WT-Q3	p53-Com1	p53-Com2	p53-Com3	p53-Q1	p53-Q2	p53-Q3
Myrfl	0.00817008	0.00780238	0	0.0510998	0.032908	0.043951	0	0.0137005	0.00800373	0.00713299	0.00763329	0.00709516
Myrip	0	0.00510219	0	0	0	0	0	0	0	0	0	0.00463972
Mysm1	7.53064	7.61746	7.4922	11.6393	11.2987	11.2562	5.33066	5.43713	5.34149	7.16453	7.25053	7.14738
Myt1	0	0	0	0.00414711	0.00400608	0	0	0	0	0.0173668	0.00743396	0.00690988
Myt1l	0.00338185	0.00322964	0.0032506	0	0.00340541	0	0	0	0.00662598	0.00590513	0	0.00587381
Myzap	0.0557197	0.0425696	0.0535574	0	0.0112216	0.019983	0.967585	0.840931	0.917032	0.262693	0.197824	0.145166
Mzb1	0.0280813	0	0	0	0.0282769	0	0.104868	0.211904	0.165057	0.122584	0.0524726	0.0243867
Mzf1	0.176825	0.135094	0.176762	0.0368651	0.099712	0.069757	0.396208	0.349893	0.422669	0.16673	0.218074	0.141276
Mzt1	28.7008	26.9675	25.9719	40.2867	37.8946	35.1865	24.2686	23.6671	22.5484	27.8144	28.0478	29.2339
Mzt2	8.01034	8.68423	8.42584	8.7965	8.31979	9.64367	7.50208	7.51887	8.29142	12.5576	13.8149	13.8254
N4bp1	12.7896	13.0779	13.0418	14.9351	14.6292	14.6123	8.24679	8.44494	7.97525	7.98662	8.19404	8.197
N4bp2	1.74465	1.7594	1.77081	4.24351	4.40317	4.46977	5.0191	5.21845	5.31872	6.147	6.0348	6.42282
N4bp2l1	1.74861	1.86113	1.97585	1.85061	1.69359	1.91484	1.75715	1.65639	1.77839	1.5383	1.85821	1.65765
N4bp2l2	5.84979	5.78671	5.79976	6.00638	6.05314	6.21252	6.49026	6.63392	6.65481	6.49224	6.60353	6.45043
N4bp3	2.1663	2.46556	2.43173	3.14496	3.46632	3.1301	2.09637	2.36047	2.25389	6.10447	6.8667	6.039
N6amt1	2.79844	2.6318	2.71714	5.09388	5.24966	5.20911	3.89911	4.31159	4.3279	2.67884	2.80038	2.91138
Naa10	34.2838	32.8786	34.1807	23.7581	23.9447	25.0786	45.2112	44.4402	46.0702	30.8992	31.5133	31.2377
Naa15	26.2061	26.6066	26.2091	55.4933	54.9859	54.7041	27.2902	28.3581	27.4405	33.5589	33.805	33.283
Naa16	6.02721	5.87508	6.03942	15.3581	15.3184	15.7113	7.81539	7.38212	7.3195	8.31737	8.31799	8.52984
Naa20	39.3777	38.0831	38.059	46.3428	47.6298	48.286	52.1266	51.7632	52.0595	58.6399	59.7291	61.1185
Naa25	15.8467	16.4481	15.8382	30.1252	32.1618	31.134	19.7977	20.1294	19.4332	24.8447	25.0945	24.6275
Naa30	8.76585	8.31647	8.12751	20.3053	18.2496	18.6028	8.66122	8.70315	8.8406	13.902	14.3941	14.2224
Naa35	23.4464	22.6793	22.5178	22.8176	23.7371	23.5087	16.1653	15.5948	15.7608	18.3543	17.6593	18.0119
Naa38	22.6933	22.1512	22.2129	20.1165	18.902	21.7099	31.5421	29.2555	29.9453	14.7066	16.5603	16.3517
Naa40	11.373	11.1431	10.9615	20.3097	21.6685	21.2365	16.6885	16.0818	15.8902	17.0847	17.1435	17.4663
Naa50	33.6318	31.9463	33.164	68.3353	64.5226	63.6841	40.7773	39.3735	39.2577	46.6278	48.1336	47.9134
Naa60	12.7156	13.977	12.8068	12.369	13.2584	12.5951	9.69691	9.70259	9.31166	13.8311	14.9384	15.3339
Naaa	13.5921	13.7218	12.9837	15.7223	15.4621	15.5176	11.1806	11.1939	11.228	10.0981	10.3652	9.51588
Naalad2	0.775544	0.713544	0.627266	0.384502	0.323807	0.423988	0.00882999	0.0396499	0.00926528	0.0082573	0	0.032854
Naaladl1	1.31869	1.10735	1.11454	0.450308	0.377758	0.550389	0.456374	0.467046	0.657057	0.109175	0.106211	0.187575
Naaladl2	0.15978	0.147586	0.133437	0.0573393	0.0580269	0.0657568	0	0.00658858	0.00256601	0	0.00489449	0
Nab1	20.5313	20.2424	20.8784	23.3725	22.915	22.7433	13.655	14.1624	13.7305	11.3462	11.6187	11.6464
Nab2	17.5909	17.9094	16.4899	5.16078	5.34792	5.42321	12.8191	12.5545	11.9276	8.68626	8.6592	8.48939
Nabp1	3.6486	3.5529	4.10157	4.82196	4.54062	4.64571	6.15157	5.99808	5.90159	11.3016	11.3155	11.1952
Nabp2	27.5215	27.2529	28.7082	32.4199	31.6096	31.4187	45.3829	46.2929	47.5018	43.7908	43.2245	45.0078
Naca	36.1164	35.8099	34.935	30.145	30.2672	30.5136	37.2062	37.0006	36.6022	28.5979	28.4456	28.9568
Nacad	0.0727944	0.104277	0.0899606	0.162604	0.183254	0.181813	0.189322	0.239779	0.229218	0.231518	0.208893	0.212228
Nacc1	66.1518	67.1375	66.6016	61.28	62.6484	62.411	39.1886	38.0936	39.2616	40.822	42.172	41.663
Nacc2	2.07058	2.16786	2.02507	0.725769	0.843494	0.9266	11.8799	11.6717	11.5204	5.9582	6.07791	6.03371
Nadk	44.246	45.4201	44.9566	66.9988	68.9836	69.4103	30.6387	30.3357	30.7667	29.4892	30.3088	30.5167
Nadk2	30.8737	30.5356	30.3658	8.7142	8.68876	8.60029	10.0478	9.81069	9.68508	11.5323	11.8323	11.6883
Nadsyn1	1.94299	2.22298	2.07099	1.23329	1.18166	1.18149	4.25661	3.89534	4.02359	3.34232	3.88229	3.8759
Nae1	36.8679	36.8078	36.4921	45.2086	44.7197	43.1861	36.1414	37.1534	37.1373	40.9966	41.2558	42.82
Naf1	17.051	17.2595	17.0277	42.8413	40.7156	40.0215	21.7421	21.4875	21.7057	27.4484	29.2952	27.8359
Naga	18.1669	19.102	19.7373	8.42898	8.1959	8.68065	20.0401	20.3727	20.2333	16.1511	16.5136	17.6593
Nagk	15.6729	15.5826	16.3201	5.01693	5.22466	5.85503	12.6447	12.4809	13.0227	5.13908	5.68342	5.40704
Naglu	10.0555	10.1914	9.9614	3.96152	4.14742	4.50317	11.3058	11.7638	11.521	6.32198	5.81537	5.52135
Nagpa	3.30324	2.88448	3.19678	2.83014	2.38077	2.7892	6.8227	6.6205	6.97069	4.50366	4.2805	4.60749
Nags	0	0	0	0	0	0	0	0.0201717	0.0117842	0	0	0
Naif1	1.01618	0.979227	0.995977	0.61666	0.67136	0.620628	0.98064	1.013	1.06296	1.35353	1.42295	1.3046
Naip1	0	0	0	0	0.00810416	0.00861895	0	0.00446967	5.17E-26	0.00527102	0	0
Naip2	0.183486	0.173968	0.236635	0.300565	0.34731	0.3242	0.0971856	0.0651167	0.0658189	0.0867041	0.0881643	0.0946435
Naip5	0	0	0.00480308	0	0	1.58E-16	5.48E-40	0.00403092	0.0149959	5.54E-32	3.22E-43	0
Naip6	0	0.0116387	0	4.68E-10	0.00578049	9.63E-22	0.00759385	4.00E-10	6.00E-16	0.0191413	0.0106354	0.00728782
Naip7	0	0.000199635	0	0.00547724	3.46E-19	1.13E-14	8.52E-10	0.00468081	7.03E-09	2.89E-05	7.75E-20	3.18E-09
Nalcn	0.0357577	0.064882	0.0446811	0.0223647	0.0324062	0.0256478	0.00667678	0.0149906	0	0.0124875	0.0100225	0.00931595
Nampt	17.9999	18.0127	17.0379	20.0291	19.4888	19.4845	17.108	17.0906	16.5975	15.1142	14.7629	15.4568
Nanog	0.419866	0.444318	0.469016	0.0118291	0.0114268	0.0305226	0.593287	0.485242	0.277917	0.158517	0.180237	0.18724
Nanos1	1.35369	1.4907	1.36341	1.49213	1.51965	1.57955	2.02575	2.16683	1.82105	2.8161	3.01967	2.72804
Nanos3	0.0697031	0.133132	0.100497	0.0726597	0.24566	0.281226	0.130152	0.20455	0.238994	0.0912827	0.130247	0.211863
Nanp	9.36252	10.2134	10.0307	8.08161	7.26644	7.05054	11.6604	13.0782	12.5071	13.8927	13.9682	13.6744
Nans	47.1686	45.0968	46.2885	24.5289	24.7577	25.4223	23.815	22.3624	22.9077	26.6686	28.564	26.3415
Nap1l1	92.6019	91.0203	91.9637	121.403	115.291	117.066	118.944	118.976	118.3	124.5	128.663	130.397
Nap1l2	0.810305	0.92301	0.863314	0.844676	0.983072	1.01536	6.87241	6.50754	6.45566	3.78442	3.64851	3.80674
Nap1l3	0.0630412	0.0688046	0.0432819	0.0187758	0	0.00807453	0.0336321	0.0226531	0.0441126	0.0314508	0.00841418	0.031284
Nap1l4	24.8067	23.7918	24.1593	30.4135	31.0516	30.7589	32.8293	32.8094	34.4575	36.444	37.5868	37.4184
Nap1l5	0.0671638	0.0384846	0.0645573	0	0.0135263	0	0.012541	0.0337882	0	0	0	0.0116654
Napa	24.5361	24.505	24.9052	42.6926	42.5919	43.6257	43.482	42.4254	41.8315	45.8816	45.9908	47.0594
Napb	1.69473	1.49346	1.62234	5.80973	6.16712	5.96669	2.61775	2.59353	2.65906	6.02067	5.86367	5.99473
Napepld	1.82864	1.81249	1.83757	1.36467	1.15784	1.25449	1.77191	1.73069	1.64891	2.00169	2.00619	2.00912
Napg	7.26069	6.87811	7.26678	6.54073	6.55366	7.07304	8.96777	8.72741	8.60126	9.25984	9.07671	9.50887
Naprt	0.188457	0.16712	0.194082	0.364836	0.474423	0.543108	0.402161	0.349884	0.487923	0.423088	0.477917	0.607886
Napsa	0	0	0.0165343	0	0	0	0	0.057692	0	0.0150183	0	0
Narf	9.5608	9.33426	9.12879	8.06083	8.4951	8.30321	3.21942	2.64953	3.06179	4.15848	4.19694	4.20153
Narfl	7.36054	7.42273	8.35325	8.79123	8.71367	9.10973	10.7063	10.6421	10.8856	12.9823	12.6434	13.485
Nars	49.9999	48.7123	50.4589	170.125	164.922	166.397	166.466	168.117	167.022	250.679	254.727	253.6
Nars2	1.84291	1.66938	1.66068	4.76739	4.73489	4.94482	3.09322	2.94268	2.6948	3.78582	3.63989	3.49508
Nasp	44.788	46.413	46.237	61.0606	58.4018	60.0172	33.2157	32.4201	32.6578	40.7352	42.8004	42.4734
Nat1	0	0	0	0	0	0	0	0.0321764	0.0190739	0	0.017809	0.033346
Nat10	10.5633	11.0708	10.6607	32.2775	32.7743	32.4885	23.8204	23.6662	24.3677	32.5117	33.7318	33.4337
Nat14	0.0631306	0.120579	0.136531	0.773249	0.905878	0.778276	0.633601	0.56902	0.587529	1.51572	1.32711	1.52138
Nat2	2.90228	3.07962	3.27907	0.884616	0.598172	0.867379	1.56872	1.92069	1.72869	2.03006	1.9186	1.93039
Nat6	5.92026	5.47132	5.60094	5.83583	6.41254	6.4708	4.73865	4.88808	4.40566	6.94971	7.08798	6.07558
Nat8	0.082665	0.104277	0.131193	1.68108	1.83054	2.01263	0	0	0	0	0	0
Nat8f1	2.84291	2.76371	3.12028	1.44075	1.25196	1.10031	1.19821	0.90728	0.961445	1.77961	1.48122	1.63905
Nat8f2	0.0080118	0.0301219	0.031643	0.00808561	0.00858418	0.00783706	1.86E-32	9.42E-31	1.22E-28	0.00812506	5.68E-42	0
Nat8f3	0	0.0264237	0.0132976	0.21632	0.278617	0.18701	0	0	0	1.96E-10	0	0.0120143
Nat8f4	0.44214	0.822242	0.587528	0.339803	0.311842	0.340092	0.224629	0.214748	0.273719	0.276467	0.253799	0.397671
Nat8f5	0	0.0246416	0	0.376563	0.363757	0.300748	0	0	0	0	0	0
Nat8f6	0	1.21E-11	0.0178108	2.19E-19	1.65E-25	0.0153363	0	0	0	0.000434435	0	0
Nat8f7	0	4.71E-10	0	8.15E-14	1.43E-16	8.07E-13	0.0186149	0	0	0.0169402	0	0
Nat8l	0	0	0	0.008124	0.00392386	0.00349373	0.0109141	0.0196033	0.0229042	0.0204124	0.0291255	0.0169202
Nat9	7.15968	8.47156	7.87731	8.49604	8.66054	8.19565	7.08376	7.21122	6.68306	7.03712	6.56306	6.51099
Natd1	5.08955	5.17596	4.85676	7.71583	7.84766	7.67847	5.33992	5.3547	5.27357	10.361	10.219	10.3805
Nav1	6.51036	6.61891	6.55269	3.3569	3.53973	3.5823	5.58328	5.66749	5.5286	4.22947	4.27478	4.07725
Nav2	1.73955	1.74582	1.76932	0.837428	0.927847	0.937679	4.26203	4.26422	4.30887	3.19394	3.33321	3.36742
Nav3	2.36043	2.46338	2.51393	1.6699	1.81722	1.82613	0.0640974	0.0575641	0.0832709	0.077066	0.0397084	0.0369091
Naxd	14.0646	15.0229	14.9997	16.7716	18.4926	18.0397	13.5156	14.0609	12.5848	10.2301	10.0939	9.52238
Nbas	4.99696	5.3023	5.0969	3.3847	3.53498	3.32706	4.11079	4.23686	4.29967	3.40238	3.30614	3.40875
Nbea	3.47932	3.43776	3.32871	7.21516	7.30568	7.46229	7.47421	7.43684	7.66793	9.88554	10.0508	9.94376
Nbeal1	3.84944	4.0996	4.02724	2.39625	2.27667	2.22868	4.56888	4.45378	4.37419	3.21771	3.28046	3.35211
Nbeal2	0.317912	0.281524	0.31113	0.635679	0.72174	0.686675	1.19262	1.27946	1.34485	1.33732	1.35011	1.35533
Nbl1	8.76451	9.69382	9.15995	5.22288	5.77224	5.46314	6.80766	7.32442	7.10083	8.23185	7.55462	8.20074
Nbn	14.5337	14.855	14.5489	14.4262	14.6658	14.7064	11.6236	11.5264	11.6063	6.36671	6.48882	6.61677
Nbr1	25.5309	26.0154	25.4176	24.3508	24.1664	23.2501	23.8545	24.6063	24.895	36.2451	36.8397	36.6161
Ncald	0.138167	0.15594	0.144879	0	0.00632408	0.0225234	3.09002	3.01201	3.14391	1.46948	1.40238	1.4235
Ncam1	23.884	23.7997	23.9067	41.2148	41.219	41.077	7.49694	7.63885	7.59681	9.03176	9.14001	9.49207
Ncam2	0.0165098	0.00788339	0.0198364	0.0602354	0.0581869	0.066611	0.0115603	0.00692136	0.00808683	0.0144141	0.0192814	0.0215065
Ncan	0.0142013	0.00339054	0.00682509	0.0148037	0.0107252	0.019099	0	0	0	0.00929897	0.00331706	0.0123329
Ncapd2	103.931	102.639	104.188	40.3452	41.1582	40.871	63.7018	62.615	63.3912	46.5943	47.061	47.4387
Ncapd3	15.9918	16.1683	15.9311	19.499	18.1841	19.0261	12.431	12.5207	12.1606	18.6399	19.3556	18.6736
Ncapg	41.9406	41.3091	42.2226	33.0588	32.497	33.125	31.4116	30.3529	30.2014	40.0081	40.5995	40.1637
Ncapg2	20.3525	20.7279	20.0478	26.3561	26.2512	25.8432	19.9186	19.358	19.0437	27.8392	27.0707	28.18
Ncaph	31.6179	31.9355	32.0702	14.6977	15.9856	14.4619	35.435	33.589	35.0725	26.3841	26.9906	27.1791
Ncaph2	72.2986	70.7563	72.8916	37.8576	38.0403	39.3218	48.3245	47.8916	48.253	48.6529	48.7115	49.5843
Ncbp1	39.8839	39.2526	39.4916	92.0086	91.3583	91.2422	26.3409	26.0011	25.8529	36.3776	36.6599	36.0782
Ncbp2	20.6081	20.9211	21.0209	27.979	28.3732	27.8609	19.858	19.143	19.3075	21.1544	22.4981	22.4414
Ncbp3	5.21464	5.59085	5.66216	5.87897	5.74427	5.81517	8.13805	8.2896	8.69392	8.87566	8.80975	8.86727
Nccrp1	0	0	0	0	0	0	0	0.0139331	0	0	0	0
Ncdn	8.51033	8.48839	8.98618	23.0525	23.8676	23.8275	7.33566	7.87904	7.18549	11.7392	11.7084	12.0053
Nceh1	7.64291	7.4427	7.56892	8.7276	8.45994	8.44624	8.8167	8.99094	8.44022	6.50087	6.78913	6.34571
Ncf1	0.0257073	0.0163669	0.00823654	0.0267977	0.0517727	0.0537804	0.0560016	0.0718478	0.100735	0.0598508	0.0800609	0.0372084
Ncf2	0	0.0203036	0.0136236	0.0147748	0.0142723	0.0127078	0.0264654	0.0475357	0.0208275	0.0247489	0.0397271	0.0369265
Ncf4	0.0349954	0.0835509	0.0168186	0.0364798	0.0176196	0	0	0	0	0	0	0
Nck1	8.08878	7.64056	7.71845	7.13554	6.84353	6.4797	6.93012	6.73285	6.86887	7.37844	7.3195	7.3818
Nck2	4.81328	6.05883	6.38015	5.7629	5.8808	5.77045	10.1601	10.0009	9.23296	10.0615	11.3839	11.704
Nckap1	56.2863	56.3904	57.362	64.6314	64.4213	63.6781	89.0366	89.2564	87.0876	88.6722	89.9492	89.3809
Nckap1l	0.00539361	0.0103017	0	0	0	0	0	0	0.00528379	0	0	0
Nckap5	1.2364	1.37915	1.26893	2.60214	2.7026	2.6076	0.181437	0.196657	0.170687	0.157969	0.131482	0.154221
Nckap5l	1.35227	1.37651	1.31491	1.27851	1.3617	1.30171	3.14158	3.29599	3.31699	3.34967	3.22713	3.28183
Nckipsd	5.6468	5.62124	5.01867	4.48174	4.88276	4.67338	5.79333	6.35489	6.28735	3.82327	3.95892	3.98006
Ncl	89.91	89.8978	89.261	224.034	212.847	215.213	131.188	132.635	132.548	117.638	118.603	117.595
Ncln	16.5605	16.119	16.7417	38.9751	40.257	41.1604	23.1669	23.5174	23.8761	39.3245	40.2828	39.9755
Ncmap	0.0473113	0.0790685	0.0682128	0.123295	0.154833	0.106046	0.0331278	0.0595024	0.11587	0	0.0331521	0.0410866
Ncoa1	2.61047	2.61896	2.68267	2.37381	2.13578	2.39652	2.10335	2.17129	2.16964	2.77917	2.55896	2.71017
Ncoa2	10.235	10.3644	10.199	6.97756	6.85749	6.96066	6.4362	6.39879	6.35249	7.5735	7.39305	7.62427
Ncoa3	4.74307	4.90707	4.71162	5.90564	6.46	6.3122	13.0733	13.2391	13.0823	14.1897	14.1749	14.2758
Ncoa4	15.078	15.3089	14.7555	35.5981	33.9597	33.4937	27.4864	27.1463	26.6283	32.7479	32.3137	33.3798
Ncoa5	7.17732	7.95476	7.61873	17.6576	17.5959	18.5525	18.9422	18.9783	19.6744	25.0291	24.5775	24.6533
Ncoa6	11.8658	11.4202	11.4263	13.2795	13.3834	13.1115	19.9168	20.3937	20.2198	27.2132	27.2363	27.6032
Ncoa7	2.12569	2.33499	2.31807	1.12284	1.10385	1.12386	3.06141	3.08106	3.05826	2.77963	2.57828	2.65728
Ncor1	22.3626	22.505	22.5775	23.7357	23.4679	23.3771	28.8151	29.3335	28.9519	32.4497	32.4687	33.1629
Ncor2	19.8948	19.3214	19.5161	17.1569	18.3191	18.0003	22.4687	23.2126	23.0124	24.8096	25.041	24.8468
Ncs1	11.4314	11.4167	11.1878	23.8654	25.1173	25.6937	29.498	29.9489	29.5068	36.2991	36.2707	35.559
Ncstn	25.3935	25.3761	25.7724	20.1655	20.6396	21.888	27.413	28.1381	28.0882	21.5748	22.4941	21.8322
Nctc1	0	0	0.0116117	0	0	0	0	0	0.0236691	0	0	0.0104911
Ndc1	27.4861	27.0979	27.0839	34.963	35.8624	35.3758	25.1266	25.1491	25.0204	28.9637	28.8083	29.0417
Ndc80	37.012	37.328	37.7143	18.7664	19.1416	18.7668	28.0456	27.0698	27.0159	27.7735	28.9443	28.3341
Nde1	37.0639	38.3812	37.6045	26.9716	27.3305	27.9879	19.6822	20.7916	19.732	21.5299	21.8171	21.1682
Ndel1	22.8394	23.3108	22.6145	31.5761	32.4729	33.136	27.2463	27.3813	28.3051	42.1711	43.4813	43.7684
Ndfip1	39.235	41.6699	40.4266	41.3804	40.5473	41.4826	44.0578	45.0537	46.2563	49.5921	51.2946	50.0601
Ndfip2	13.5682	13.387	13.0819	27.4256	26.7041	27.275	11.1437	11.0868	10.7709	15.7365	15.2472	15.4533
Ndn	0	0	0	0	0	0	0	0	0.0150961	0	0	0
Ndnf	11.9061	11.7074	11.4806	5.3336	5.0647	5.32766	0.10142	0.0728664	0.0957782	0.0521634	0.101495	0.0801887
Ndnl2	7.97452	7.80775	8.19245	9.89525	8.78519	8.47811	14.8902	13.6946	14.4417	18.8907	19.2758	18.5999
Ndor1	3.09582	3.07737	2.98581	11.6937	11.4976	11.3534	9.99553	9.88749	9.55299	14.3841	14.7477	14.8028
Ndp	0	0	0	0	0.0132124	0	0.01225	0	0	0	0	0
Ndrg1	37.2733	39.0259	38.6869	150.499	149.813	153.265	25.4458	25.8784	25.8636	26.3702	26.8709	25.9169
Ndrg2	0.0353848	0.0675845	0.0113372	0	0	0	0.319345	0.326353	0.231095	0.0720839	0.0881597	0.102431
Ndrg3	24.0955	25.7182	25.4022	13.3642	13.1579	12.5063	21.3628	22.8665	21.7184	17.924	17.4176	16.9393
Ndrg4	12.0432	12.1155	11.8809	2.94179	2.79856	2.884	4.21238	4.57415	4.49568	2.86825	2.83702	2.77855
Ndst1	9.42329	9.01119	9.48853	17.021	17.7417	18.1297	14.552	14.2703	14.4197	23.4486	23.1476	23.135
Ndst2	10.0607	9.70745	10.2962	6.25176	6.10473	6.37551	6.18895	6.31158	6.37284	5.45212	5.70068	5.76817
Ndst3	0.52731	0.574104	0.632511	0.526963	0.59242	0.605624	0.134265	0.124233	0.132345	0.190237	0.25244	0.272489
Ndst4	0.0291678	0.0351947	0.0140179	0.00760126	0.00734275	0	0.00680787	0	0	0	0	0
Ndufa1	40.1493	39.8701	38.4424	42.175	38.2984	38.0793	52.0824	51.6199	55.1049	53.3001	57.6653	53.6001
Ndufa10	44.2335	44.6342	43.7912	48.435	49.6061	50.904	62.8296	62.7598	64.8138	60.2612	60.9096	62.1529
Ndufa11	8.21284	8.53714	8.46389	7.69412	8.76106	9.05222	11.7826	11.5757	10.9117	11.3356	10.9694	10.5864
Ndufa12	46.1215	42.3567	31.298	70.7221	71.9703	80.6705	89.7182	79.1666	83.9673	56.2232	57.116	62.6597
Ndufa13	70.0509	68.765	67.9391	57.2873	55.9336	57.126	37.0458	37.9665	38.2734	30.6593	30.0313	29.2757
Ndufa2	43.6952	43.8274	42.6528	44.8915	49.0674	51.1153	58.9859	59.2102	55.8907	48.0402	49.7908	47.6736
Ndufa3	40.6046	45.8085	43.7234	20.5935	21.9485	16.7321	39.6785	43.0911	44.5626	27.4947	30.3085	31.2106
Ndufa4	269.464	270.374	264.027	158.855	162.565	165.608	196.201	198.748	197.413	162.889	165.376	166.426
Ndufa4l2	0.0791752	0.0756119	0.0253675	0.192578	0.212605	0.0709872	0.0739191	0.088513	0.0775631	0.0691249	0.0246578	0.160436
Ndufa5	49.5442	51.1067	50.1954	52.9456	55.0041	54.4388	56.2561	59.0785	57.3562	59.2189	60.7406	63.6367
Ndufa6	83.2305	79.9619	81.7036	80.7937	85.7775	86.2728	76.6872	78.1652	80.1116	70.8805	70.8009	71.0964
Ndufa7	49.554	51.9835	50.502	55.015	57.6176	57.6468	48.9756	47.0186	48.3595	37.7076	37.04	38.0049
Ndufa8	45.0307	48.0672	47.3202	34.0571	35.4643	36.2376	86.1717	84.2007	85.9342	83.3782	82.9218	82.039
Ndufa9	43.7242	43.9618	43.7477	59.4812	61.121	60.8051	63.6758	63.0429	65.3255	63.8977	65.9341	64.9961
Ndufab1	23.5017	21.9884	21.3364	28.6093	30.1982	31.5926	35.4805	34.1573	35.2669	25.8771	27.0682	27.0656
Ndufaf1	6.6804	6.22904	7.44921	12.3739	11.7766	11.8062	23.2779	25.7273	23.9961	28.5803	30.0116	29.7383
Ndufaf2	20.9893	20.795	19.3117	37.4411	36.3939	35.7254	20.6788	23.0256	21.8815	25.7399	25.413	26.2208
Ndufaf3	2.86129	3.3701	3.34614	0.472254	0.456194	0.59859	1.53602	1.55939	1.72854	0.749425	0.467827	0.911107
Ndufaf4	3.43938	3.54549	3.4877	21.979	21.8663	21.5859	7.12841	7.67046	6.92399	9.14293	8.6389	8.95453
Ndufaf5	4.32098	4.1354	4.39497	3.53352	3.25393	3.4817	8.51166	8.58106	8.74881	7.3661	7.23021	7.35939
Ndufaf6	7.38325	8.0839	8.00076	5.3924	5.96669	5.77643	6.87115	5.79621	6.26546	6.79502	7.05193	7.12655
Ndufaf7	9.16915	8.70374	9.55661	5.44695	5.05035	5.07121	16.8321	16.7096	15.9412	13.3099	12.6024	13.1242
Ndufaf8	10.0428	9.93505	9.20749	8.48236	8.60877	7.34186	9.5203	9.5431	9.78782	5.2158	5.10046	4.87507
Ndufb10	58.5759	59.1154	57.3424	26.7714	28.564	29.5998	88.9509	85.2593	86.6243	66.7413	69.8129	70.5279
Ndufb11	86.8824	85.3372	86.1777	55.4621	55.89	59.1486	68.6962	66.0434	70.1251	65.5675	65.5963	67.6765
Ndufb2	24.3233	25.0976	25.8517	24.539	25.2247	24.9663	31.6354	30.2393	31.223	21.3334	21.7849	21.026
Ndufb3	31.9208	31.6504	31.1059	23.7626	24.8674	23.5101	22.1058	24.4887	23.7605	19.5171	21.5515	21.0927
Ndufb4	72.2901	72.4617	76.1638	58.0653	60.0971	63.4576	69.1652	63.713	68.4576	52.0077	54.9748	58.7885
Ndufb5	41.0275	40.3727	40.2921	35.6531	37.9795	39.9356	42.8927	41.9159	42.8616	34.2409	33.0021	34.4795
Ndufb6	55.0528	57.5155	54.5861	61.3318	62.9392	62.9973	39.5037	39.9118	38.8415	41.4919	41.6968	43.4511
Ndufb7	58.9979	57.2543	56.6624	57.6193	60.5624	59.7868	58.5127	58.3518	58.9656	47.6748	51.1971	49.6604
Ndufb8	106.291	103.479	100.755	97.9324	102.276	103.982	84.6721	89.4198	87.7576	66.5671	70.0494	69.523
Ndufb9	101.063	101.777	98.606	121.564	128.212	132.939	140.181	145.062	141.923	143.645	141.744	141.492
Ndufc1	53.7101	54.2272	52.689	38.3078	43.255	38.5686	38.2682	38.6442	41.5394	22.4804	23.2533	26.257
Ndufc2	42.7763	39.0316	41.5113	35.7894	35.1742	37.8166	50.0864	49.7738	47.9807	44.8157	48.4128	46.0704
Ndufs1	29.2462	28.8682	29.0256	30.0935	29.4883	30.496	31.4508	32.3139	30.436	25.5419	26.452	25.5449
Ndufs2	89.4455	88.369	89.2137	59.1039	58.3094	61.1936	94.6448	95.9989	95.3486	79.7064	81.2986	80.4816
Ndufs3	33.426	32.9297	33.8718	32.2199	35.0215	32.954	67.0886	70.6213	69.0967	66.3056	66.7079	68.0459
Ndufs4	29.2728	29.7293	27.7542	28.3707	29.0592	29.8887	15.1745	14.6151	14.6715	13.0898	13.636	13.8846
Ndufs5	7.33805	8.03984	5.26499	11.9458	8.68387	9.68071	5.93349	6.71678	4.17092	7.15482	6.49839	5.41372
Ndufs6	33.2042	30.4672	32.5626	45.1371	44.822	44.3744	23.5849	26.3729	25.1433	20.841	21.5482	21.276
Ndufs7	36.2493	35.2589	34.2941	36.7372	41.6729	41.5285	37.0391	38.245	39.9172	39.4427	36.4077	38.359
Ndufs8	33.3196	34.8005	33.9548	23.2412	24.0725	24.7873	39.7809	40.8773	40.4066	32.2256	33.3518	31.4739
Ndufv1	46.0892	46.4627	45.6845	54.361	54.9181	56.3738	66.6936	66.8736	66.9435	64.4539	64.3034	65.5273
Ndufv2	51.6928	51.5906	52.3585	31.8995	31.1593	32.355	72.6389	74.7577	72.1992	66.6633	69.2606	69.0206
Ndufv3	27.649	27.0509	26.2973	13.0336	12.9636	12.6838	20.353	19.5889	20.4251	21.0163	20.3076	21.3946
Neat1	15.7215	15.7496	16.1145	32.8657	31.8388	31.7041	21.3814	21.764	21.6206	14.648	14.4397	14.6586
Neb	0.0316762	0.0378132	0.0424082	0.0436333	0.0375927	0.0263718	0.0359105	0.0483753	0.0487634	0.0355568	0.0327659	0.0314384
Nebl	0.435411	0.285363	0.320039	0.0355984	0.0171939	0.0229636	0.175355	0.200431	0.217454	0.0745374	0.0957184	0.111213
Necab1	2.89E-39	2.76E-39	2.78E-39	0	0	5.19E-39	0.0105147	0.0105969	0.0110864	0.0180513	0.0118083	0.0314222
Necab2	0	0.0246541	0.0248141	0	0.0259958	0.0347193	0.0241021	0.0216455	0	0.0338084	0.0120599	0.0112097
Necab3	0.379516	0.523518	0.472873	3.67774	4.09053	4.08322	1.46978	1.50853	1.66616	3.17842	2.94171	2.61226
